"ID","Year","Edition","Expansion","Number","Team","Name","Points","Icons","Position1","Position2","Hand","OnBase","Out_H","HR_H","Speed","Control","Out_P","HR_P","IP","PU","SO","GB","FB","BB","Single","SinglePlus","Double","Triple","HR","Def_C","Def_1B","Def_2B","Def_SS","Def_3B","Def_LFRF","Def_CF","Icon_R","Icon_RY","Icon_G","Icon_S","Icon_SB","Icon_HR","Icon_V","Icon_20","Icon_CY","Icon_K","PU_n","SO_n","GB_n","FB_n","BB_n","Single_n","SinglePlus_n","Double_n","Triple_n","HR_n","WHIP_all","WHIP_350","oOBP_all","oOBP_350","oSLG_all","oSLG_350","oOPS_all","oOPS_350","BA_all","BA_350","OBP_all","OBP_350","SLG_all","SLG_350","OPS_all","OPS_350","Role","OPS_z"
2200,"'05","UL","TD","135","Angels","Paul Byrd","290","","Starter","","R",NA,NA,NA,NA,4,15,23,6,"'1","'2-4","'5-9","'10-15","'16","'17-18","'","'19-22","'","'23+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",1,3,5,6,1,2,0,2,0,0,1.82643633906013,1.99478485698756,0.378423377156943,0.402296222664016,0.538184869202079,0.596121442888391,0.916608246359022,0.998417665552407,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.672462502592377
2201,"'00","1st","Base","135","Indians","Charles Nagy","320","","Starter","","R",NA,NA,NA,NA,3,16,NA,6,"'4-6","'1-3","'7-12","'13-16","'","'17-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,3,6,4,0,3,0,1,0,0,1.75118421737546,1.93180092930602,0.368578471651602,0.394657057654076,0.535726498666356,0.599335473799203,0.904304970317958,0.993992531453279,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.56092735421844
2202,"'00","1st","PR","135","Devil Rays","Juan Guzman","40","","Starter","","R",NA,NA,NA,NA,5,15,NA,5,"'5-6","'1-4","'7-10","'11-15","'16-17","'18-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,4,4,5,2,2,0,1,0,0,1.64763990019858,1.80271211978529,0.354511092851274,0.378346587143804,0.423692731705877,0.482546644863716,0.77820382455715,0.86089323200752,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.582240526889961
2203,"'01","1st","Base","135","Indians","Manny Ramirez","560","","LF-RF+0","","R",10,2,1720,10,NA,NA,NA,NA,"'","'1-2","'","'","'3-8","'9-13","'","'14-16","'","'17-20",NA,NA,NA,NA,NA,0,NA,"","","","","","","","","","",0,2,0,0,6,5,0,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0.375521996895453,0.369747736580818,0.422585499316005,0.414138779527559,0.756518836840902,0.738099596465883,1.17910433615691,1.15223837599344,"Batter",2.60470524185363
2204,"'01","1st","PR","135","Devil Rays","Tanyon Sturtze","190","","Reliever","","R",NA,NA,NA,NA,4,15,NA,2,"'1-3","'4-6","'7-12","'13-15","'16-17","'18-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,3,6,3,2,2,0,1,0,0,1.82643633906013,1.99478485698756,0.378423377156943,0.402296222664016,0.470298637600067,0.532137954756296,0.84872201475701,0.934434177420312,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-0.452744118332845
2205,"'01","UL","Base","135","Indians","Manny Ramirez","560","","LF-RF","","R",10,2,1720,10,NA,NA,NA,NA,"'","'1-2","'","'","'3-8","'9-13","'","'14-16","'","'17-20",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,2,0,0,6,5,0,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0.375521996895453,0.369747736580818,0.422585499316005,0.414138779527559,0.756518836840902,0.738099596465883,1.17910433615691,1.15223837599344,"Batter",2.60470524185363
2206,"'02","UL","Base","135","Marlins","Ryan Dempster","160","","Starter","","R",NA,NA,NA,NA,4,15,25,6,"'1-3","'4-7","'8-12","'13-15","'16-17","'18-19","'","'20-24","'","'25+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,4,5,3,2,2,0,1,0,0,1.82643633906013,1.99478485698756,0.378423377156943,0.402296222664016,0.470298637600067,0.532137954756296,0.84872201475701,0.934434177420312,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.0570409767316152
2207,"'00","1st","Base","136","Indians","Manny Ramirez","560","","LF-RF+1","","R",10,3,1720,10,NA,NA,NA,NA,"'","'1-2","'","'3","'4-9","'10-14","'","'15-16","'","'17-20",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,2,0,1,6,5,0,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0.352038999045151,0.346884969426713,0.406147400820793,0.398134842519685,0.709552841140296,0.692374062157671,1.11570024196109,1.09050890467736,"Batter",2.14613914008039
2208,"'00","HRH","Base","136","Indians","Manny Ramirez","560","","LF-RF+1","","R",10,3,1720,10,NA,NA,NA,NA,"'","'1-2","'","'3","'4-9","'10-14","'","'15-16","'","'17-20",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,2,0,1,6,5,0,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0.352038999045151,0.346884969426713,0.406147400820793,0.398134842519685,0.709552841140296,0.692374062157671,1.11570024196109,1.09050890467736,"Batter",2.14613914008039
2209,"'00","1st","PR","136","Devil Rays","Ryan Rupe","460","","Starter","","R",NA,NA,NA,NA,5,15,NA,6,"'4-5","'1-3","'6-10","'11-15","'16-17","'18-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,3,5,5,2,2,0,1,0,0,1.64763990019858,1.80271211978529,0.354511092851274,0.378346587143804,0.423692731705877,0.482546644863716,0.77820382455715,0.86089323200752,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.582240526889961
2210,"'01","1st","Base","136","Indians","David Segui","320","","1B+0","","S",9,3,1920,10,NA,NA,NA,NA,"'","'","'1-3","'","'4-6","'7-15","'","'16-18","'","'19-20",NA,0,NA,NA,NA,NA,NA,"","","","","","","","","","",0,0,3,0,3,9,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.330200339132581,0.324715784547346,0.372999316005472,0.364793307086614,0.508675419126059,0.494958087608921,0.881674735131531,0.859751394695535,"Batter",0.453564461055704
2211,"'01","1st","PR","136","Red Sox","Scott Hatteberg","180","","C+0","","L",9,4,20,10,NA,NA,NA,NA,"'","'1","'2-3","'4","'5-11","'12-17","'","'18-19","'","'20+",0,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,1,2,1,7,6,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.293620714122522,0.289275587875097,0.35906121751026,0.35128937007874,0.43173206996697,0.420411467022467,0.79079328747723,0.771700837101208,"Batter",-0.203729862014848
2212,"'02","UL","Base","136","Marlins","Cliff Floyd","420","","LF-RF+1","","L",12,7,19,18,NA,NA,NA,NA,"'","'1-3","'4-5","'6-7","'8-10","'11-14","'15","'16-18","'","'19+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,3,2,2,3,4,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.332127675478596,0.328692736393148,0.386691176470588,0.380802165354331,0.596195142203568,0.58515479706871,0.982886318674157,0.965956962423041,"Batter",1.18557083868959
2213,"'02","UL","TD","136","Angels","Aaron Sele","360","","Starter","","R",NA,NA,NA,NA,2,18,21,6,"'1-4","'5-7","'8-13","'14-18","'","'19-20","'","'","'","'21+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",4,3,6,5,0,2,0,0,0,0,1.49409158050222,1.68633703033255,0.332456861133936,0.362929092113983,0.487170519688821,0.55996436539113,0.819627380822757,0.922893457505113,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.206715952878945
2214,"'03","UL","Base","136","Marlins","Eric Owens","110","","OF+2","","R",9,6,21,18,NA,NA,NA,NA,"'","'1","'2-5","'6","'7-9","'10-15","'16-18","'19-20","'","'21+",NA,NA,NA,NA,NA,2,2,"","","","","","","","","","",0,1,4,1,3,6,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.28100705032595,0.277054830401908,0.331185020519836,0.324281496062992,0.369294434173938,0.359918717530181,0.700479454693774,0.684200213593173,"Batter",-0.856918946426389
2215,"'03","RS","TD","136","Padres","Benito Santiago '87","370","RY S","C+7","","R",11,6,20,16,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7","'8-15","'16","'17-19","'","'20+",7,NA,NA,NA,NA,NA,NA,"","1","","1","","","","","","",0,2,2,2,1,8,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.345973314125252,0.34170283250923,0.382481190150479,0.375964566929134,0.502158308321769,0.491869981821641,0.884639498472247,0.867834548750775,"Batter",0.475006924434076
2216,"'04","UL","Base","136","Marlins","Alex Gonzalez","100","","SS+2","","R",9,7,20,8,NA,NA,NA,NA,"'","'1-2","'3-4","'5-7","'8-10","'11-16","'","'17-19","'","'20+",NA,NA,NA,2,NA,NA,NA,"","","","","","","","","","",0,2,2,3,3,6,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.264609287390407,0.261167845686762,0.317246922024624,0.310777559055118,0.393891078577254,0.3837491946029,0.711138000601877,0.694526753658018,"Batter",-0.779831687162737
2217,"'05","UL","Base","136","Marlins","Tim Spooneybarger","310","","Reliever","","R",NA,NA,NA,NA,6,17,28,1,"'","'1-4","'5-14","'15-17","'18","'19-23","'","'24-27","'","'28+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,4,10,3,1,2,0,0,0,0,0.991445341058947,1.12798368232333,0.248392563681183,0.276469516235918,0.281294803981342,0.341848310977328,0.529687367662525,0.618317827213246,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",1.91465035423016
2218,"'05","UL","TD","136","Astros","Jose Vizcaino","10","","SS+2","","S",9,8,21,10,NA,NA,NA,NA,"'","'1","'2-5","'6-8","'9-10","'11-18","'","'19-20","'","'21+",NA,NA,NA,2,NA,NA,NA,"","","","","","","","","","",0,1,4,3,2,8,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.255499419092883,0.252341743067237,0.303308823529412,0.297273622047244,0.31736818487805,0.309609932598886,0.620677008407462,0.60688355464613,"Batter",-1.4340850927081
2219,"'05","UL","Base","137","Marlins","Dontrelle Willis","190","","Starter","","L",NA,NA,NA,NA,2,16,25,6,"'1-3","'4-7","'8-14","'15-16","'17","'18-19","'","'20-24","'","'25+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,4,7,2,1,2,0,1,0,0,1.95876187145384,2.15661968413177,0.395010271158587,0.421106693174288,0.556308499189751,0.624492229168219,0.951318770348338,1.04559892234251,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.987130191943067
2220,"'05","UL","TD","137","Phillies","Todd Pratt","40","","C+2","","R",10,6,20,10,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-11","'12-18","'","'19","'","'20+",2,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,2,2,2,5,7,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.290983204634363,0.287441774826038,0.356833105335157,0.350123031496063,0.407404935466399,0.398206458108178,0.764238040801556,0.748329489604241,"Batter",-0.39578900431695
2221,"'00","1st","Base","137","Indians","Richie Sexson","290","","LF-RF+0","1B+0","R",6,2,1420,15,NA,NA,NA,NA,"'","'1","'2","'","'3-5","'6-10","'","'11","'12-13","'14-20",NA,0,NA,NA,NA,0,NA,"","","","","","","","","","",0,1,1,0,3,5,0,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,0.234962066921112,0.228960231497282,0.27999316005472,0.270772637795276,0.46921737626099,0.445416774165807,0.749210536315709,0.716189411961082,"Batter",-0.504474480213379
2222,"'00","1st","PR","137","Devil Rays","Greg Vaughn","360","","LF-RF+2","","R",7,3,1520,20,NA,NA,NA,NA,"'","'1-2","'","'3","'4-10","'11-12","'13","'14","'","'15-20",NA,NA,NA,NA,NA,2,NA,"","","","","","","","","","",0,2,0,1,7,2,1,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,0.251952136339923,0.246934734263949,0.306703146374829,0.298110236220473,0.555276987535231,0.533010461228999,0.86198013391006,0.831120697449472,"Batter",0.311124503153048
2223,"'01","1st","Base","137","Indians","Jim Thome","310","","1B+0","","L",9,3,1820,10,NA,NA,NA,NA,"'","'1-3","'","'","'4-12","'13-15","'","'16-17","'","'18-20",NA,0,NA,NA,NA,NA,NA,"","","","","","","","","","",0,3,0,0,9,3,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.303367636147146,0.298718900468016,0.372999316005472,0.364793307086614,0.613024819624972,0.596057081250759,0.986024135630444,0.960850388337373,"Batter",1.20826490139916
2224,"'01","1st","PR","137","Red Sox","Tomokazu Ohka","320","","Starter","","R",NA,NA,NA,NA,2,17,NA,6,"'1-4","'5-7","'8-13","'14-17","'","'18-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",4,3,6,4,0,2,0,1,0,0,1.7150059163574,1.91024363473564,0.363733566146261,0.392017892644135,0.549723929713472,0.618346718332306,0.913457495859733,1.01036461097644,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.643899425306739
2225,"'02","UL","Base","137","Marlins","Alex Gonzalez","90","","SS+1","","R",8,5,20,12,NA,NA,NA,NA,"'","'1-2","'3","'4-5","'6-7","'8-15","'","'16-19","'","'20+",NA,NA,NA,1,NA,NA,NA,"","","","","","","","","","",0,2,1,2,2,8,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.272754271642297,0.268147223119459,0.316975034199726,0.309443897637795,0.394755814894657,0.382841928524414,0.711730849094384,0.69228582616221,"Batter",-0.775543947930771
2226,"'02","UL","TD","137","Diamondbacks","Rick Helling","10","","Starter","","R",NA,NA,NA,NA,3,16,20,6,"'1-4","'5-8","'9-13","'14-16","'","'17","'","'18-19","'","'20+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",4,4,5,3,0,1,0,2,0,1,1.75118421737546,1.93180092930602,0.368578471651602,0.394657057654076,0.670833318715657,0.726100179681556,1.03941179036726,1.12075723733563,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-1.78573602877258
2227,"'03","UL","Base","137","Marlins","Preston Wilson","220","","CF+0","","R",9,5,19,16,NA,NA,NA,NA,"'","'1-2","'3-4","'5","'6-10","'11-15","'16","'17-18","'","'19+",NA,NA,NA,NA,NA,NA,0,"","","","","","","","","","",0,2,2,1,5,5,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.286472971304465,0.282350491973623,0.345123119015048,0.337785433070866,0.47533330115712,0.462654552021458,0.820456420172168,0.800439985092324,"Batter",0.0108068693875458
2228,"'03","RS","TD","137","Astros","Jeff Bagwell '91","390","RY","1B+1","","R",11,6,19,12,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-10","'11-17","'","'18","'","'19+",NA,1,NA,NA,NA,NA,NA,"","1","","","","","","","","",0,2,2,2,4,7,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.323546618538816,0.319790275526221,0.382481190150479,0.375964566929134,0.515863511180146,0.505260988866813,0.898344701330625,0.881225555795947,"Batter",0.574128937428499
2229,"'04","UL","Base","137","Marlins","Derrek Lee","360","G","1B+1","","R",11,6,19,17,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-11","'12-15","'16","'17-18","'","'19+",NA,1,NA,NA,NA,NA,NA,"","","1","","","","","","","",0,2,2,2,5,4,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.31407756929121,0.310538307022284,0.382481190150479,0.375964566929134,0.555317883045171,0.543810857633218,0.93779907319565,0.919775424562352,"Batter",0.859480186957899
2230,"'02","UL","TD","138","Athletics","Billy Koch","40","","Closer","","R",NA,NA,NA,NA,3,16,24,1,"'1-3","'4-7","'8-14","'15-16","'17-18","'19-23","'","'","'","'24+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,4,7,2,2,2,0,0,0,0,1.75118421737546,1.93180092930602,0.368578471651602,0.394657057654076,0.441902318076563,0.511304428047569,0.810480789728165,0.905961485701645,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-0.168975362864374
2231,"'03","UL","Base","138","Astros","Brad Ausmus","130","G","C+9","","R",9,6,20,9,NA,NA,NA,NA,"'","'1","'2-4","'5-6","'7-9","'10-17","'","'18-19","'","'20+",9,NA,NA,NA,NA,NA,NA,"","","1","","","","","","","",0,1,3,2,3,8,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.28100705032595,0.277054830401908,0.331185020519836,0.324281496062992,0.393891078577254,0.3837491946029,0.72507609909709,0.708030690665892,"Batter",-0.679025271202575
2232,"'03","RS","TD","138","Royals","Carlos Beltran '99","400","RY","CF+2","","S",10,5,20,19,NA,NA,NA,NA,"'","'1","'2-3","'4-5","'6-8","'9-15","'16-17","'18-19","'","'20+",NA,NA,NA,NA,NA,NA,2,"","1","","","","","","","","",0,1,2,2,3,7,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.3257932955654,0.321332464960359,0.373271203830369,0.366126968503937,0.470578804193096,0.459711784648242,0.843850008023465,0.825838753152179,"Batter",0.179999514176828
2233,"'04","UL","Base","138","Marlins","Braden Looper","120","","Closer","","R",NA,NA,NA,NA,3,16,27,1,"'1-2","'3-6","'7-14","'15-16","'17","'18-19","'","'20-26","'","'27+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,4,8,2,1,2,0,1,0,0,1.75118421737546,1.93180092930602,0.368578471651602,0.394657057654076,0.509060678919783,0.574316123954002,0.877639150571386,0.968973181608077,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-0.6673235319256
2234,"'05","UL","Base","138","Astros","Brad Ausmus","10","","C+6","","R",9,7,20,10,NA,NA,NA,NA,"'","'1","'2-4","'5-7","'8-10","'11-18","'","'19","'","'20+",6,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,1,3,3,3,8,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.264609287390407,0.261167845686762,0.317246922024624,0.310777559055118,0.361095552706167,0.351975225172608,0.67834247473079,0.662752784227726,"Batter",-1.01702325412782
2235,"'05","UL","TD","138","Phillies","Jose Offerman","50","","1B+1","","S",10,5,21,10,NA,NA,NA,NA,"'","'1","'2-3","'4-5","'6-11","'12-17","'","'18-20","'","'21+",NA,1,NA,NA,NA,NA,NA,"","","","","","","","","","",0,1,2,2,6,6,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.305073003344545,0.301159435118501,0.373271203830369,0.366126968503937,0.404273869086358,0.395158089154297,0.777545072916728,0.761285057658234,"Batter",-0.299546736043554
2236,"'00","1st","Base","138","Indians","Paul Shuey","160","","Reliever","","R",NA,NA,NA,NA,6,15,NA,1,"'7-8","'1-6","'9-13","'14-15","'16-17","'18-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,6,5,2,2,2,0,1,0,0,1.48357113800858,1.62673162234984,0.330890509449466,0.354604042412194,0.377783629441322,0.433475417960472,0.708674138890788,0.788079460372666,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",0.58648021118549
2237,"'00","1st","PR","138","Devil Rays","Gerald Williams","260","","OF+1","","R",7,5,1820,20,NA,NA,NA,NA,"'","'1","'2","'3-5","'6-8","'9-13","'14","'15-17","'","'18-20",NA,NA,NA,NA,NA,1,1,"","","","","","","","","","",0,1,1,3,3,5,1,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.240627848653681,0.236160515430444,0.288826949384405,0.281102362204724,0.407252369922217,0.392176029333891,0.696079319306622,0.673278391538616,"Batter",-0.888742647361683
2238,"'01","1st","Base","138","Indians","Omar Vizquel","250","","SS+2","","S",9,4,NA,20,NA,NA,NA,NA,"'","'","'1-2","'3-4","'5-10","'11-18","'19","'20","'","'",NA,NA,NA,2,NA,NA,NA,"","","","","","","","","","",0,0,2,2,6,8,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.299747350823714,0.295211384362075,0.35906121751026,0.35128937007874,0.360509918315611,0.351407832861353,0.719571135825871,0.702697202940093,"Batter",-0.718839569943143
2239,"'01","1st","PR","138","Orioles","Melvin Mora","170","","OF+0","","R",8,5,20,20,NA,NA,NA,NA,"'","'1-2","'3","'4-5","'6-9","'10-16","'17","'18","'19","'20+",NA,NA,NA,NA,NA,0,0,"","","","","","","","","","",0,2,1,2,4,7,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.264811147687289,0.260505600197324,0.316975034199726,0.309443897637795,0.390784252917153,0.379021117063347,0.70775928711688,0.688465014701142,"Batter",-0.804268018782571
2240,"'02","UL","Base","138","Marlins","Braden Looper","70","","Reliever","","R",NA,NA,NA,NA,1,19,23,1,"'1-3","'4-8","'9-16","'17-19","'20-22","'","'","'","'","'23+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,5,8,3,1,0,0,0,0,0,1.51203781658647,1.72195989111716,0.335111955628595,0.367789927104042,0.482391245723612,0.562284433453644,0.817503201352207,0.930074360557687,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-0.221085121519819
2241,"'00","1st","Base","139","Indians","Jim Thome","430","","1B+0","","L",10,4,1820,10,NA,NA,NA,NA,"'","'1-4","'","'","'5-13","'14-16","'","'17","'","'18-20",NA,0,NA,NA,NA,NA,NA,"","","","","","","","","","",0,4,0,0,9,3,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.302938185358153,0.299081001740855,0.389709302325581,0.382130905511811,0.630564575643823,0.61547202718477,1.0202738779694,0.997602932696581,"Batter",1.45597399700754
2242,"'00","1st","PR","139","Devil Rays","Esteban Yan","50","","Reliever","","R",NA,NA,NA,NA,2,15,NA,1,"'5-6","'1-4","'7-11","'12-15","'16-17","'18-20","'","'","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,4,5,4,2,3,0,0,0,0,2.22909516673917,2.42902612851889,0.426286976170912,0.45019549370444,0.528872793038589,0.598885934018581,0.955159769209501,1.04908142772302,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-1.24256476589473
2243,"'01","1st","Base","139","Indians","Bob Wickman","250","","Closer","","R",NA,NA,NA,NA,5,16,NA,1,"'1-3","'4-7","'8-14","'15-16","'17","'18-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,4,7,2,1,2,0,1,0,0,1.38427556931187,1.53625669876142,0.315736442070666,0.341757786613651,0.414622637956027,0.473963913525567,0.730359080026692,0.815721700139218,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",0.425567250005473
2244,"'01","1st","PR","139","White Sox","Kip Wells","160","","Starter","","R",NA,NA,NA,NA,4,14,NA,5,"'1-2","'3-6","'7-11","'12-14","'15-16","'17-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,4,5,3,2,3,0,1,0,0,2.12557734694164,2.29628014206493,0.414700082169269,0.436385023194168,0.510606087613762,0.570128150834727,0.92530616978303,1.0065131740289,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.751313385593288
2245,"'02","UL","Base","139","Marlins","Mike Lowell","190","","3B+2","","R",10,6,19,10,NA,NA,NA,NA,"'","'1","'2","'3-6","'7-9","'10-16","'","'17-18","'","'19+",NA,NA,NA,NA,2,NA,NA,"","","","","","","","","","",0,1,1,4,3,7,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.306454356159268,0.302504303774625,0.356833105335157,0.350123031496063,0.489917743599228,0.478539945833977,0.846750848934385,0.82866297733004,"Batter",0.20097966262397
2246,"'02","UL","TD","139","Dodgers","Paul Quantrill","110","","Reliever","","R",NA,NA,NA,NA,5,16,24,1,"'1-2","'3-6","'7-14","'15-16","'","'17-19","'","'20-23","'","'24+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,4,8,2,0,3,0,1,0,0,1.38427556931187,1.53625669876142,0.315736442070666,0.341757786613651,0.44523420436177,0.502930631791821,0.760970646432436,0.844688418405472,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",0.19841432550198
2247,"'03","UL","Base","139","Astros","Lance Berkman","680","","OF+0","","S",13,6,18,12,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-11","'12-15","'","'16-17","'","'18+",NA,NA,NA,NA,NA,0,0,"","","","","","","","","","",0,2,2,2,5,4,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.360266298604905,0.356731371414777,0.433777359781122,0.427647637795276,0.733680257910878,0.721318869281723,1.167457617692,1.148966507077,"Batter",2.52047108706217
2248,"'03","RS","TD","139","Phillies","Scott Rolen '97","400","RY","3B+3","","R",11,6,20,15,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-11","'12-16","'17","'18","'19","'20+",NA,NA,NA,NA,3,NA,NA,"","1","","","","","","","","",0,2,2,2,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.31407756929121,0.310538307022284,0.382481190150479,0.375964566929134,0.504816287057939,0.49446702561222,0.887297477208418,0.870431592541354,"Batter",0.494230587560267
2249,"'04","UL","Base","139","Marlins","Mike Lowell","250","S","3B+1","","R",10,6,19,10,NA,NA,NA,NA,"'","'1","'2-3","'4-6","'7-10","'11-16","'","'17-18","'","'19+",NA,NA,NA,NA,1,NA,NA,"","","","1","","","","","","",0,1,2,3,4,6,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.299202253881969,0.295443743329975,0.356833105335157,0.350123031496063,0.492335111024994,0.480893465982193,0.849168216360151,0.831016497478256,"Batter",0.218463119663254
2250,"'05","UL","Base","139","Astros","Jeff Bagwell","320","","1B+0","","R",11,6,19,12,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-11","'12-16","'","'17-18","'","'19+",NA,0,NA,NA,NA,NA,NA,"","","","","","","","","","",0,2,2,2,5,5,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.31407756929121,0.310538307022284,0.382481190150479,0.375964566929134,0.542692484048363,0.531474899627968,0.925173674198842,0.907439466557102,"Batter",0.768167787108491
2251,"'05","UL","TD","139","Mariners","Dan Wilson","10","","C+5","","R",9,7,21,10,NA,NA,NA,NA,"'","'1-2","'3-5","'6-7","'8-10","'11-18","'","'19-20","'","'21+",5,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,2,3,2,3,8,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.264609287390407,0.261167845686762,0.317246922024624,0.310777559055118,0.328300026835079,0.320201255742316,0.645546948859703,0.630978814797434,"Batter",-1.25421482109291
2252,"'05","UL","Base","140","Astros","Carlos Beltran","420","","CF+2","","S",11,6,19,22,NA,NA,NA,NA,"'","'1","'2-3","'4-6","'7-11","'12","'13-16","'17-18","'","'19+",NA,NA,NA,NA,NA,NA,2,"","","","","","","","","","",0,1,2,3,5,1,4,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.31407756929121,0.310538307022284,0.382481190150479,0.375964566929134,0.593194080035595,0.580818731648966,0.975675270186074,0.9567832985781,"Batter",1.13341738650612
